GeneID	Mock.1	Mock.2	Mock.3	RSV.1	RSV.2	RSV.3	Mock.4	P1	P2	P3	P4
MIR6503	0	0	0	0	0	0	0	0	0	0	0
MIR6504	1	2	7	1	3	4	9	0	0	0	0
MIR6505	0	3	0	0	2	0	3	0	0	0	0
MIR6506	0	0	0	0	0	0	0	0	0	0	0
MIR6508	3	1	0	0	0	0	0	0	0	0	0
MIR6509	1	1	0	0	0	1	1	0	0	0	0
MIR651	2	0	1	2	0	2	6	0	0	0	0
MIR6510	5	3	2	0	0	4	9	2	0	0	2
MIR6511A2	2	0	0	0	0	0	0	0	0	0	0
MIR6511B1	46	98	19	66	34	12	37	7	25	14	4
MIR6512	1	1	3	1	0	2	2	0	0	1	0
MIR6513	1	0	1	1	0	2	0	2	1	0	0
MIR6514	0	1	0	3	0	2	0	0	0	1	0
MIR6515	0	0	0	0	0	0	0	0	0	0	0
MIR6516	0	0	0	0	0	0	0	0	0	0	0
MIR653	0	0	0	0	0	0	0	0	0	0	0
MIR654	0	0	0	0	0	0	0	0	0	0	0
MIR655	0	0	0	0	0	0	0	0	0	0	0
MIR656	0	0	0	0	0	0	0	0	0	0	0
MIR657	3	4	2	2	0	3	0	0	0	0	0
MIR658	0	1	0	2	0	0	0	0	0	0	0
MIR659	5	8	11	9	6	1	3	5	0	1	0
MIR660	0	0	0	1	1	0	0	0	0	0	0
MIR661	15	25	14	14	9	13	17	0	0	0	0
MIR662	5	4	4	4	1	1	4	0	0	0	1
MIR663A	34074	52421	24514	40385	31127	21347	14194	68	170	140	136
MIR663B	98	37	170	163	102	199	87	0	0	0	0
MIR664A	0	0	1	0	0	0	0	0	0	0	0
MIR664B	0	0	0	0	0	0	0	0	0	0	0
MIR665	0	0	0	0	0	0	0	0	0	0	0
MIR668	0	0	0	0	0	0	0	0	0	0	0
MIR670	0	0	0	0	0	0	0	0	0	0	0
MIR671	0	0	0	0	0	0	0	0	0	0	0
MIR6715A	0	0	0	0	0	0	0	0	0	0	0
MIR6715B	0	0	0	0	0	0	0	0	0	0	0
MIR6716	0	0	0	0	0	0	0	0	0	0	0
MIR6717	10	20	8	20	13	6	18	1	0	0	2
MIR6718	0	0	0	0	0	0	0	0	0	0	0
MIR6719	9	5	6	2	6	3	9	0	0	1	0
MIR6720	0	0	0	0	0	0	0	0	0	0	0
MIR6721	0	0	0	0	0	0	0	0	0	0	0
MIR6722	0	0	0	0	0	0	0	0	0	0	0
MIR6723	120	46	99	67	31	37	243	19	77	117	32
MIR6726	0	0	0	0	0	0	0	0	0	0	0
MIR6727	0	0	0	0	0	0	0	0	0	0	0
MIR6728	2	1	0	3	2	1	1	0	0	0	0
MIR6729	0	0	0	0	0	0	0	0	0	0	0
MIR6730	1	4	5	1	1	1	3	1	0	0	0
MIR6731	0	0	1	0	0	0	0	0	0	0	0
MIR6732	1	1	1	0	0	1	0	3	13	5	3
MIR6733	0	0	1	2	2	0	1	0	0	2	0
MIR6734	0	0	0	0	0	0	0	0	0	0	0
MIR6735	0	0	2	0	0	0	0	0	0	0	0
MIR6736	0	1	0	0	0	2	6	0	0	0	0
MIR6737	0	0	0	0	0	0	0	0	0	0	0
MIR6738	1	0	0	0	0	0	0	1	0	0	0
MIR6739	3	6	5	6	1	2	8	2	0	3	0
MIR6740	5	12	7	13	10	2	12	0	0	0	0
MIR6741	0	0	0	0	0	0	0	0	1	0	0
MIR6742	0	0	0	0	0	0	0	0	0	0	0
MIR6743	0	0	0	0	0	0	0	0	0	0	0
MIR6744	0	0	0	0	0	0	0	0	0	0	0
MIR6745	2	5	1	8	6	0	2	0	0	0	0
MIR6746	0	0	0	0	0	0	0	0	1	1	0
MIR6747	0	1	0	4	2	0	0	1	0	3	0
MIR6748	3	7	5	6	4	1	4	2	1	2	1
MIR6749	0	0	0	0	0	0	0	0	0	0	0
MIR675	0	0	0	0	0	0	0	0	0	0	0
MIR6750	0	1	0	0	0	0	0	0	0	1	0
MIR6751	0	0	0	0	0	0	0	0	0	0	0
MIR6752	0	0	0	0	0	0	0	0	0	1	0
MIR6753	8	15	8	22	8	7	4	1	0	2	3
MIR6754	3	0	2	0	0	0	0	0	0	0	0
MIR6755	0	0	0	0	0	0	0	0	0	0	0
MIR6756	0	0	0	0	0	0	0	0	0	0	0
MIR6757	0	2	2	0	0	0	0	0	0	0	0
MIR6758	9	12	5	4	1	1	4	2	8	6	3
MIR6759	9	9	1	7	1	5	5	5	2	10	4
MIR676	0	1	0	0	0	0	0	0	0	0	0
MIR6760	0	0	0	0	0	0	0	0	0	0	0
MIR6761	3	3	2	7	1	1	10	0	0	0	0
MIR6762	0	1	2	0	1	5	0	0	0	1	0
MIR6763	1	0	1	0	0	0	4	2	0	0	0
MIR6764	0	5	0	9	3	4	3	0	2	2	0
MIR6765	0	0	0	0	0	0	0	0	0	0	0
MIR6766	0	0	1	0	0	0	0	0	0	0	0
MIR6767	0	0	0	0	0	0	0	0	0	0	0
MIR6768	0	0	1	0	0	1	0	0	0	1	0
MIR6769A	5	2	3	1	0	2	0	1	0	0	0
MIR6769B	0	0	0	0	1	0	0	0	0	1	0
MIR6770-2	5	11	7	4	2	0	6	0	0	0	0
MIR6771	0	0	0	0	0	0	0	0	0	0	0
MIR6772	0	1	0	1	0	0	2	1	0	1	1
MIR6773	1	3	6	12	13	2	7	8	2	6	7
MIR6774	0	0	0	0	0	0	0	0	0	0	0
MIR6775	3	6	1	0	2	2	0	5	0	1	0
MIR6776	1	0	4	1	2	0	0	1	0	0	1
MIR6777	0	0	0	0	0	0	0	1	0	0	0
MIR6778	0	6	2	2	1	0	1	0	0	0	0
MIR6779	0	0	0	1	0	0	0	0	0	0	0
MIR6780A	0	2	2	0	0	0	2	0	0	0	0
MIR6780B	2	3	2	0	0	0	4	0	0	0	0
MIR6781	1	0	0	1	1	1	0	0	0	0	0
MIR6782	0	0	0	0	0	3	0	0	0	0	0
MIR6783	0	0	0	0	0	0	0	1	0	1	0
MIR6784	1	7	0	0	0	3	0	8	6	5	1
MIR6785	0	0	2	0	0	0	0	0	0	0	0
MIR6786	0	0	0	0	0	0	0	0	0	0	0
MIR6787	1	0	2	1	0	3	3	2	1	3	1
MIR6789	0	0	0	0	0	0	0	0	0	0	0
MIR6790	0	0	0	0	0	0	0	0	0	0	0
MIR6791	1	4	1	0	2	0	1	2	0	2	1
MIR6792	0	0	0	2	0	0	0	0	0	0	0
MIR6793	1	2	7	0	3	0	1	0	0	0	0
MIR6794	0	0	0	0	0	0	0	0	0	0	0
MIR6795	0	1	0	0	0	0	0	0	0	0	0
MIR6796	2	1	1	2	1	0	1	0	0	0	0
MIR6797	4	0	2	5	1	0	0	0	1	1	1
MIR6798	0	0	0	0	0	0	1	0	0	0	0
MIR6799	0	0	0	1	0	0	0	0	0	0	0
MIR6800	0	0	0	0	0	0	0	0	0	0	0
MIR6801	5	7	4	4	1	1	7	0	0	1	0
MIR6802	0	0	0	0	0	0	0	0	0	0	0
MIR6803	0	0	0	0	0	0	0	0	0	0	0
MIR6804	1	0	0	2	0	0	3	0	0	0	0
MIR6805	0	0	0	0	0	0	0	0	0	0	0
MIR6806	0	0	0	0	0	0	0	0	0	0	0
MIR6807	0	0	0	0	0	0	0	0	0	0	0
MIR6808	0	0	0	0	0	0	0	0	0	0	0
MIR6809	0	0	0	3	1	0	2	0	0	0	0
MIR6810	1	0	0	0	0	1	0	0	0	0	0
MIR6811	0	0	0	0	1	0	0	0	0	0	0
MIR6812	4	0	1	4	1	2	1	2	1	0	0
MIR6813	0	0	0	0	0	0	1	1	0	1	0
MIR6814	6	10	8	1	1	10	9	0	0	1	0
MIR6815	0	0	0	0	0	0	0	0	0	0	0
MIR6816	0	0	0	0	0	0	0	0	0	0	0
MIR6817	1	2	1	0	0	0	0	1	0	0	0
MIR6818	1	1	0	0	3	0	0	0	0	0	0
MIR6819	3	0	0	0	2	8	0	0	0	4	1
MIR6820	0	3	0	2	1	1	0	2	2	2	1
MIR6821	0	0	0	0	0	0	0	0	0	0	0
MIR6822	0	0	1	1	0	0	6	0	0	0	0
MIR6823	0	0	0	0	0	0	0	0	0	1	0
MIR6824	0	0	0	0	0	0	0	0	0	0	0
MIR6825	0	0	0	0	0	0	0	0	0	0	0
MIR6826	2	1	1	0	0	1	0	0	0	0	0
MIR6827	1	0	1	1	1	0	0	0	0	0	1
MIR6828	0	3	0	0	0	0	0	0	0	0	0
MIR6829	4	2	0	0	0	0	3	1	0	0	0
MIR6830	0	0	0	0	1	1	1	0	0	0	0
MIR6831	0	0	0	0	0	0	0	0	0	0	0
MIR6832	0	0	0	0	0	3	5	0	1	1	1
MIR6833	0	0	0	0	0	0	0	0	0	0	0
MIR6834	0	0	0	0	0	0	0	0	0	0	0
MIR6835	0	3	0	0	0	0	2	2	1	1	0
MIR6836	0	0	0	0	0	0	0	0	1	0	0
MIR6837	5	10	3	13	5	3	2	0	1	0	0
MIR6838	0	0	0	0	0	0	0	0	0	0	0
MIR6839	1	1	1	3	0	1	6	0	0	0	0
MIR6840	7	3	4	30	15	10	12	0	2	2	4
MIR6841	0	0	0	0	0	0	0	0	0	0	0
MIR6842	0	0	0	6	1	0	0	0	0	0	0
MIR6843	3	8	2	1	0	0	2	0	0	0	0
MIR6844	0	0	0	0	0	0	0	0	0	0	0
MIR6845	5	2	1	6	1	1	5	4	1	5	2
MIR6846	0	0	0	0	0	0	0	0	0	0	0
MIR6847	2	2	0	2	0	0	1	1	0	3	0
MIR6848	0	0	0	0	0	0	0	0	0	0	0
MIR6849	0	0	0	0	0	0	0	0	0	0	0
MIR6850	0	0	0	0	0	0	0	0	0	0	0
MIR6851	0	0	0	0	0	0	0	1	0	0	0
MIR6852	0	0	0	0	0	0	0	0	0	0	0
MIR6853	0	0	0	0	0	0	0	0	0	0	0
MIR6854	1	1	0	0	0	0	0	0	0	0	0
MIR6855	0	0	0	2	0	0	0	0	0	0	0
MIR6856	0	1	0	2	1	2	0	0	0	0	0
MIR6857	0	0	0	0	0	0	0	0	0	0	0
MIR6858	0	0	0	0	0	0	0	0	0	0	0
MIR6859-1	0	0	0	0	0	0	0	0	0	0	0
MIR6859-2	0	0	0	0	0	0	0	0	0	0	0
MIR6860	1	0	0	0	0	0	0	0	0	0	0
MIR6861	0	0	0	0	0	0	0	0	0	0	0
MIR6862-1	0	0	0	0	0	0	0	0	0	0	0
MIR6862-2	0	0	0	0	0	0	0	0	0	0	0
MIR6863	0	0	0	0	0	0	0	0	0	0	0
MIR6864	0	0	2	1	1	0	2	1	0	0	0
MIR6865	0	4	0	3	2	1	0	0	0	0	0
MIR6866	0	0	1	0	0	0	0	0	0	0	0
MIR6867	0	1	1	1	1	4	2	0	0	0	1
MIR6868	1	0	3	0	0	1	0	0	0	0	0
MIR6869	0	0	0	0	0	0	0	0	0	0	0
MIR6870	1	0	0	2	0	4	3	0	0	1	0
MIR6871	0	1	0	2	0	1	1	0	0	0	0
MIR6872	0	0	0	0	0	0	0	0	0	0	0
MIR6873	0	0	0	0	0	0	0	0	0	0	0
MIR6874	2	0	0	0	0	0	0	0	0	0	0
MIR6875	0	0	0	0	0	1	0	0	0	0	0
MIR6876	1	0	2	1	0	2	1	0	0	0	0
MIR6877	2	1	0	0	0	0	0	0	0	0	0
MIR6878	0	0	0	1	2	0	5	0	0	0	0
MIR6879	0	0	0	0	0	0	0	0	0	0	0
MIR6880	0	0	1	0	0	1	0	0	0	2	0
MIR6881	0	0	0	0	0	0	0	1	0	1	0
MIR6882	0	2	0	0	0	2	0	0	0	0	0
MIR6883	1	1	1	0	0	1	5	5	0	3	1
MIR6884	0	2	2	5	1	1	1	0	0	1	0
MIR6885	1	0	0	0	1	0	1	0	0	0	0
MIR6886	0	0	0	0	0	0	0	0	0	0	0
MIR6887	23	19	5	30	13	5	20	3	2	7	11
MIR6888	1	1	1	2	1	0	0	0	0	0	0
MIR6889	1	0	1	0	0	0	0	1	0	2	0
MIR6890	1	0	0	0	0	0	1	0	0	0	0
MIR6891	0	0	0	0	0	0	0	0	0	0	0
MIR6892	0	0	0	0	0	0	0	0	0	0	0
MIR6893	0	0	0	0	0	0	0	0	0	0	0
MIR6894	0	0	0	0	0	0	0	0	0	0	0
MIR6895	3	7	1	14	1	0	4	2	0	4	2
MIR7-1	19	34	7	29	21	8	27	5	5	3	2
MIR7-2	0	0	0	0	0	0	0	0	0	0	0
MIR7-3	0	1	4	0	0	0	0	0	0	0	0
MIR7-3HG	0	0	1	1	0	0	2	0	0	0	0
MIR708	2	1	1	5	4	0	6	1	6	0	0
MIR7106	0	0	0	0	0	0	0	0	0	0	0
MIR7107	0	0	0	1	2	0	0	1	0	0	0
MIR7108	0	0	0	0	0	0	0	0	0	0	0
MIR7109	0	0	1	2	0	0	2	2	1	1	0
MIR711	0	0	0	0	0	0	0	0	0	0	0
MIR7110	0	0	1	0	0	0	0	2	5	4	3
MIR7111	4	2	1	9	1	6	4	3	3	4	2
MIR7112	0	0	2	5	2	0	0	0	0	0	0
MIR7113	2	2	0	5	0	0	3	2	0	4	1
MIR7114	0	0	0	0	0	0	0	0	0	0	0
MIR7150	0	3	1	1	3	0	0	0	0	0	0
MIR7152	0	0	0	6	0	1	0	0	0	0	0
MIR7153	0	0	0	0	0	0	0	0	0	0	0
MIR7154	0	0	0	0	0	0	0	0	0	0	0
MIR7155	0	1	1	1	0	0	0	0	0	0	0
MIR7156	0	0	0	0	0	0	0	0	0	0	0
MIR7159	0	0	0	0	0	0	0	0	0	0	0
MIR7160	0	0	0	0	0	0	0	0	0	0	0
MIR7161	16	22	13	65	55	21	13	20	25	17	4
MIR7162	0	0	0	1	0	3	4	0	0	0	0
MIR718	0	3	0	0	0	0	0	0	0	1	0
MIR744	5	1	4	1	3	1	7	0	0	0	0
MIR7515	0	0	0	0	0	0	0	0	0	0	0
MIR7515HG	0	0	0	0	0	0	0	0	0	0	0
MIR758	0	0	0	0	0	0	0	0	0	0	0
MIR759	0	0	0	0	0	0	0	0	0	0	0
MIR760	3	4	0	9	6	1	6	3	0	1	0
MIR761	0	0	0	0	0	0	0	0	0	0	0
MIR762	0	0	0	0	0	0	0	0	0	0	0
MIR764	0	0	0	0	0	0	0	0	0	0	0
MIR7641-2	0	0	0	0	0	0	0	0	0	0	0
MIR765	23	7	6	9	2	2	9	0	0	3	0
MIR766	0	0	0	0	0	1	1	0	0	0	0
MIR767	0	0	0	0	0	0	0	0	0	0	0
MIR769	2	3	1	3	1	1	3	0	0	0	0
MIR770	0	0	0	0	0	0	0	0	0	0	0
MIR7702	0	0	0	0	0	0	0	0	0	0	0
MIR7703	0	0	0	0	0	0	0	0	0	0	0
MIR7705	0	0	0	0	0	0	0	0	0	0	0
MIR7843	0	0	0	0	0	0	0	0	0	0	0
MIR7844	0	0	0	0	0	0	0	0	0	0	0
MIR7845	0	1	0	4	1	1	3	4	2	2	1
MIR7846	0	0	0	0	0	1	0	0	0	0	0
MIR7848	0	0	0	0	1	0	0	0	0	0	0
MIR7849	3	2	3	4	1	1	9	0	0	0	0
MIR7851	17	25	6	27	11	4	27	7	8	8	1
MIR7852	0	0	0	0	0	0	0	0	0	0	0
MIR7853	4	4	7	1	1	0	3	0	0	0	0
MIR7854	7	14	16	34	13	4	16	1	0	0	0
MIR7855	0	0	0	0	0	0	0	0	0	0	0
MIR7856	9	9	3	4	1	0	12	0	0	2	2
MIR7974	4	0	4	3	0	0	4	0	0	0	0
MIR7976	0	0	0	0	0	0	0	0	0	0	0
MIR802	3	5	6	1	6	0	14	0	0	0	0
MIR8052	0	0	0	0	0	0	0	0	0	0	0
MIR8053	0	0	0	0	0	0	0	0	0	0	0
MIR8054	0	0	0	0	0	0	0	0	0	0	0
MIR8055	6	4	1	10	6	2	5	1	2	0	0
MIR8056	0	0	0	0	0	0	0	0	0	0	0
MIR8057	0	0	2	0	0	0	0	0	0	0	0
MIR8058	2	6	6	0	0	0	1	0	0	0	0
MIR8059	0	0	0	0	0	0	0	0	0	0	0
MIR8060	0	0	0	0	0	0	0	0	0	0	0
MIR8061	0	0	0	0	0	0	0	0	0	0	0
MIR8062	0	0	0	0	0	0	0	0	0	0	0
MIR8063	3	1	1	1	0	0	2	0	0	0	0
MIR8064	3	5	1	5	1	2	2	0	0	2	0
MIR8065	0	0	0	0	0	0	0	0	0	0	0
MIR8066	0	0	4	5	1	0	1	0	0	0	0
MIR8067	3	1	3	3	1	1	3	0	0	0	0
MIR8068	2	0	2	0	8	3	2	0	0	0	0
MIR8069	0	0	0	0	0	0	0	0	0	0	0
MIR8070	0	0	0	0	0	0	0	0	0	0	0
MIR8071-1	0	0	0	0	0	0	0	0	0	0	0
MIR8071-2	0	0	0	0	0	0	0	0	0	0	0
MIR8072	16	11	19	23	16	8	17	20	7	19	8
MIR8073	0	0	0	0	0	0	0	0	0	0	0
MIR8074	0	0	0	0	0	0	0	0	0	0	0
MIR8075	2	3	12	1	9	0	10	1	0	1	0
MIR8076	17	15	11	21	6	5	18	0	0	0	0
MIR8077	0	0	0	0	0	0	0	0	0	0	0
MIR8078	5	3	7	6	2	3	2	2	17	2	2
MIR8079	0	0	0	1	0	0	0	0	0	0	0
MIR8080	0	0	0	0	0	0	0	0	0	0	0
MIR8081	0	0	0	0	0	0	0	0	0	0	0
MIR8082	0	0	0	0	0	0	0	0	0	0	0
MIR8083	0	0	0	0	0	0	0	0	0	0	0
MIR8084	0	0	0	0	0	0	0	0	0	0	0
MIR8085	3	2	0	5	2	2	1	1	0	3	0
MIR8086	1	4	2	17	2	2	11	0	0	0	0
MIR8087	6	3	2	7	0	2	7	0	0	0	0
MIR8088	0	0	0	0	0	0	0	0	0	0	0
MIR8089	0	0	0	0	0	0	0	0	0	0	0
MIR873	0	0	0	0	0	0	0	0	0	0	0
MIR874	1	1	0	2	1	0	2	0	0	0	0
MIR875	0	0	1	1	0	0	1	0	0	0	0
MIR876	0	0	0	0	0	0	0	0	0	0	0
MIR877	0	0	1	0	0	0	0	0	0	0	0
MIR885	0	0	0	0	0	0	0	0	0	0	0
MIR888	0	0	0	0	0	0	0	0	0	0	0
MIR889	0	0	0	0	0	0	0	0	0	0	0
MIR890	0	0	0	0	0	0	0	0	0	0	0
MIR891A	0	0	0	0	0	0	0	0	0	0	0
MIR891B	0	0	0	0	0	0	0	0	0	0	0
MIR892A	0	0	0	0	0	0	0	0	0	0	0
MIR892B	0	0	0	0	0	0	0	0	0	0	0
MIR892C	0	0	0	0	0	0	0	0	0	0	0
MIR9-1	0	0	0	0	0	0	0	0	0	0	0
MIR9-2	0	0	0	0	0	0	0	0	0	0	0
MIR9-3	0	0	0	0	0	0	0	0	0	0	0
MIR920	2	0	6	0	3	0	11	0	0	0	0
MIR921	2	0	2	0	0	0	0	0	0	0	0
MIR922	0	0	0	0	0	0	0	0	0	0	0
MIR92A1	0	0	0	0	0	0	0	0	0	0	0
MIR92A2	0	0	0	0	0	0	0	0	0	0	0
MIR92B	69	56	60	32	12	8	42	1	0	0	0
MIR93	1	9	3	2	1	1	3	0	0	0	0
MIR933	5	0	5	0	4	2	8	2	0	0	0
MIR934	0	0	0	0	0	0	0	0	0	0	0
MIR935	0	0	0	0	0	0	0	0	0	0	0
MIR936	0	0	2	2	2	0	0	2	0	11	2
MIR937	0	0	0	0	0	1	0	0	0	0	0
MIR938	3	1	4	1	2	1	4	0	0	0	0
MIR939	0	0	0	0	2	0	0	0	0	0	0
MIR940	6	7	5	18	4	8	6	3	3	1	3
MIR941-1	1	1	2	2	1	1	3	0	0	0	0
MIR941-2	0	0	0	0	0	0	0	0	0	0	0
MIR941-3	0	0	0	0	1	0	0	0	0	0	0
MIR941-4	0	1	0	0	2	1	0	0	0	0	0
MIR942	0	0	1	2	3	0	3	1	0	0	0
MIR943	4	0	0	1	0	1	0	1	0	1	0
MIR944	4	5	3	5	2	1	1	0	0	0	0
MIR96	0	0	1	0	0	0	0	0	0	0	0
MIR98	3	5	1	6	9	1	3	2	0	0	0
MIR99A	6	6	5	8	4	2	10	0	0	0	0
MIR99B	1	0	2	1	0	0	0	1	0	1	0
MIRLET7A1	6	9	3	10	5	7	3	0	3	1	3
MIRLET7A2	0	0	0	0	1	0	0	0	0	0	1
MIRLET7A3	0	0	0	0	0	0	0	0	0	0	0
MIRLET7B	0	0	0	0	0	0	0	0	0	0	0
MIRLET7BHG	379	561	472	689	382	344	683	169	127	117	79
MIRLET7C	1	2	6	9	1	0	4	0	0	0	0
MIRLET7D	15	7	17	16	12	9	12	0	2	4	1
MIRLET7DHG	78	116	81	150	113	69	170	14	11	13	6
MIRLET7E	0	0	0	0	0	0	0	0	0	0	0
MIRLET7F1	4	4	4	13	4	2	3	0	1	0	1
MIRLET7F2	0	0	1	2	6	1	0	0	0	0	0
MIRLET7G	5	8	5	23	7	1	5	0	0	0	0
MIRLET7I	1	2	6	1	2	0	2	0	0	0	1
MIS12	450	489	325	708	460	290	351	643	2149	585	221
MIS18A	195	196	76	207	131	57	63	1240	123	967	337
MIS18BP1	815	843	400	992	708	341	510	1044	91	1079	347
MISP	2259	2325	1393	3888	2320	1679	931	3491	5867	3076	1233
MITD1	164	151	96	245	146	75	157	429	676	521	300
MITF	1226	1232	613	2168	1459	870	514	279	167	312	77
MIXL1	3	1	5	4	3	2	0	1	0	0	0
MKI67	137	86	21	101	59	24	28	8535	65	10914	2135
MKKS	485	466	293	778	538	261	263	1620	1441	1422	775
MKL1	646	747	511	1361	828	537	460	1736	2083	2132	804
MKL2	5022	4620	4298	5362	3129	1603	3885	1162	784	1063	540
MKLN1	2373	2674	1672	3975	2466	1276	1754	1169	1362	1276	536
MKNK1	244	313	196	617	385	235	220	870	673	758	350
MKNK1-AS1	19	21	15	43	18	14	11	4	2	7	3
MKNK2	4983	5526	2631	11725	8396	5102	2021	9466	19038	7268	7213
MKRN1	3141	3172	1924	5697	3965	2036	1587	2599	2656	2606	1468
MKRN2	710	704	465	1014	593	352	451	1147	861	1034	548
MKRN2OS	115	123	85	191	80	59	74	37	16	39	27
MKRN3	0	1	1	0	1	0	0	0	0	0	2
MKRN7P	9	15	17	31	15	7	26	1	0	6	0
MKRN9P	2	3	0	4	1	0	1	4	3	2	1
MKS1	1491	1547	970	1220	493	329	1118	430	137	397	169
MKX	894	834	483	716	392	216	419	37	228	13	4
MLANA	23	49	34	72	35	17	61	5	8	6	10
MLC1	41	33	25	66	32	16	20	0	0	0	4
MLEC	2998	3160	2290	3224	2272	1317	1835	6063	7132	5124	2270
MLF1	2062	2074	1241	1760	1081	519	1218	171	315	312	156
MLF2	1675	1578	1009	2907	1650	1089	782	10529	8522	11212	5330
MLH1	596	646	427	766	427	275	508	1639	795	1671	553
MLH3	679	634	492	773	472	318	659	329	243	371	156
MLIP	4	12	13	9	7	5	24	2	4	1	4
MLIP-IT1	6	16	13	8	3	1	5	0	0	0	0
MLK7-AS1	9	21	6	9	8	4	6	12	27	12	11
MLKL	42	59	25	324	160	107	35	850	158	373	266
MLLT1	1469	1361	1322	2201	1397	917	839	4184	3699	3171	1175
MLLT10	1099	1136	788	1480	947	520	968	911	1171	938	441
MLLT10P1	8	16	6	11	7	8	18	2	0	2	0
MLLT11	56	45	33	68	93	22	33	420	178	819	550
MLLT3	504	582	361	924	554	334	489	324	592	415	212
MLLT4	9340	10506	7009	11830	7126	3766	8464	3604	5766	3168	1855
MLLT4-AS1	42	33	23	57	22	15	42	2	1	12	2
MLLT6	3373	3440	2658	5561	3384	2520	2621	3316	2251	3060	1308
MLN	0	3	1	0	1	1	1	0	0	0	0
MLNR	5	3	4	4	0	2	0	1	0	0	0
MLPH	1844	1883	1171	4322	2530	1520	1571	257	96	118	106
MLST8	349	366	255	513	307	179	190	1768	1018	1407	719
MLX	478	446	319	913	604	310	329	1586	1299	1154	757
MLXIP	4561	4389	3481	5799	3297	2035	2705	3446	2469	3113	1370
MLXIPL	33	36	22	62	59	28	41	15	39	17	5
MLYCD	290	307	195	433	262	165	202	243	287	170	106
MMAA	242	171	122	399	237	167	152	170	207	157	91
MMAB	670	600	471	610	269	218	453	1529	494	1145	651
MMACHC	231	252	169	264	143	109	174	286	78	220	76
MMADHC	1414	1562	819	2054	1319	637	733	2715	3089	2313	1223
MMD	87	83	29	126	57	50	38	421	259	337	111
MMD2	0	0	0	0	0	0	0	0	0	0	0
MME	0	9	4	5	8	5	9	33	90	111	151
MMEL1	10	8	4	36	10	11	5	3	1	2	0
MMGT1	762	708	413	915	698	307	380	1114	1466	1100	384
MMP1	33	16	5	35	22	12	5	566	3584	149	104
MMP10	399	348	148	242	96	39	174	107	520	130	30
MMP11	33	23	22	44	33	23	27	24	7	18	6
MMP12	25	31	41	53	21	10	50	0	0	1	0
MMP13	159	120	60	1429	836	542	75	3	0	0	0
MMP14	3325	3488	1835	6653	5083	2771	1444	21670	17560	30610	13059
MMP15	672	794	432	1664	1199	678	301	2216	2172	1722	840
MMP16	1	2	2	3	1	0	2	1	1	2	1
MMP17	57	76	49	194	141	67	59	367	373	544	267
MMP19	3	8	8	7	9	1	1	2	4	20	6
MMP2	17	18	10	13	14	4	7	1134	607	1987	830
MMP20	0	0	0	0	0	0	0	0	0	0	0
MMP21	12	7	14	14	4	2	17	0	0	1	0
MMP23A	6	7	2	9	8	2	3	0	0	4	0
MMP23B	0	1	1	0	0	0	0	0	0	0	0
MMP24	170	194	168	252	143	83	217	10	26	16	5
MMP24-AS1	481	413	375	414	318	142	261	1234	1528	1567	855
MMP25	57	66	90	55	60	43	87	49	43	71	45
MMP26	0	0	0	0	0	0	0	0	0	0	0
MMP27	1	0	0	0	0	0	0	0	0	0	0
MMP28	122	145	57	455	276	183	56	392	469	491	505
MMP3	31	30	41	39	24	12	47	9	0	20	18
MMP7	14	20	13	16	17	6	11	32	0	3	4
MMP8	1	0	0	0	0	0	0	0	0	1	0
MMP9	61	49	19	23	22	9	26	21	10	129	56
MMRN1	2	0	3	1	0	0	6	1	3	0	0
MMRN2	30	43	35	94	67	30	66	108	114	97	65
MMS19	1073	1233	848	1804	1020	633	966	2406	1099	2194	1163
MMS22L	280	267	173	267	193	117	219	667	46	626	106
MN1	47	86	44	100	58	67	37	325	725	1119	531
MNAT1	756	666	468	822	506	262	644	1007	1302	817	435
MND1	23	7	7	32	27	10	4	296	24	251	76
MNDA	0	0	0	0	0	0	0	0	0	0	0
MNS1	1501	1133	1253	708	427	207	1299	143	13	176	23
MNT	504	492	449	885	560	450	331	1202	913	1161	920
MNX1	1	6	5	4	5	8	0	5	24	3	1
MNX1-AS1	0	2	0	2	0	0	0	0	5	1	1
MOAP1	337	328	197	700	480	288	161	575	684	696	354
MOB1A	2171	2140	1188	2732	2041	884	1047	1836	1596	1701	724
MOB1B	1157	1346	838	1605	1090	622	795	971	870	1066	450
MOB2	307	311	226	630	334	227	218	808	818	885	450
MOB3A	638	622	443	792	383	270	357	1515	1354	1563	690
MOB3B	110	157	107	163	118	37	174	768	48	784	272
MOB3C	286	285	189	971	646	398	183	347	244	458	223
MOB4	7	4	5	6	2	6	6	4	6	3	4
MOBP	91	80	88	88	28	23	77	0	2	4	2
MOCOS	1059	1277	374	2370	1574	797	412	1387	3095	871	670
MOCS1	96	83	76	163	104	81	71	258	46	269	98
MOCS2	403	381	294	568	399	239	311	1107	609	1170	503
MOCS3	695	684	363	691	386	237	290	590	391	457	256
MOG	0	0	1	0	0	6	0	1	0	0	0
MOGAT1	0	0	0	2	0	0	1	0	0	0	0
MOGAT2	1	0	4	1	0	0	1	0	0	0	0
MOGAT3	0	0	0	1	0	0	0	0	0	0	0
MOGS	1352	1314	905	1903	1164	902	838	3576	3284	3667	1616
MOK	1863	1827	1528	1795	854	512	2069	344	79	420	227
MON1A	154	156	144	203	106	66	85	975	328	536	257
MON1B	1061	1093	618	1771	1196	641	459	1445	3317	1277	610
