GeneID	Mock.1	Mock.2	Mock.3	RSV.1	RSV.2	RSV.3	Mock.4	P1	P2	P3	P4
FGFBP2	5	11	5	9	4	1	10	0	0	0	0
FGFBP3	45	26	40	41	39	25	41	57	12	23	13
FGFR1	258	282	131	172	92	50	126	611	860	306	87
FGFR1OP	1392	1347	810	1268	619	376	1137	456	299	415	172
FGFR1OP2	425	433	313	645	447	237	327	650	1024	651	341
FGFR2	2362	2248	1654	3751	2048	1410	1438	1028	1533	970	336
FGFR3	4340	4541	3193	6923	3727	2872	3004	2687	215	1835	4209
FGFR4	19	18	8	54	19	13	24	76	26	53	42
FGFRL1	868	1214	652	2001	1199	792	698	2015	2165	1338	548
FGG	0	0	1	0	0	0	0	1	5	1	0
FGGY	280	271	271	308	171	120	314	201	139	187	129
FGL1	0	2	0	6	1	3	0	1	2	0	0
FGL2	305	349	359	355	216	102	725	0	0	1	2
FGR	3	1	3	24	15	4	1	3	1	10	2
FH	752	808	533	985	646	319	516	2633	737	2422	1091
FHAD1	3761	3471	3836	2172	1087	537	4399	9	0	4	1
FHDC1	676	745	418	1264	769	432	408	610	297	548	359
FHIT	133	145	110	199	154	52	196	95	144	100	51
FHL1	74	59	39	65	43	17	49	940	2734	1432	723
FHL2	246	300	135	972	781	324	155	4415	6278	2871	1493
FHL3	68	66	49	126	90	51	43	629	499	585	437
FHL5	0	0	0	0	0	0	0	0	0	0	0
FHOD1	430	486	416	596	336	216	432	1896	169	1509	617
FHOD3	273	255	464	268	195	92	427	2665	977	2411	971
FIBCD1	28	44	7	25	15	10	8	34	52	44	9
FIBIN	17	26	25	32	24	11	19	25	866	44	30
FIBP	585	566	350	615	368	253	319	2012	1746	1751	902
FICD	130	157	83	203	142	54	78	69	505	41	25
FIG4	562	542	315	652	470	264	330	408	553	407	268
FIGF	5	1	6	16	15	2	16	0	0	0	0
FIGLA	0	0	0	0	0	0	0	0	0	0	0
FIGN	39	49	60	65	44	21	35	91	179	126	33
FIGNL1	206	149	128	141	82	64	110	622	390	664	195
FIGNL2	14	11	7	15	5	7	11	1	3	1	1
FILIP1	642	504	638	514	283	167	586	4	182	3	2
FILIP1L	46	47	33	71	76	22	61	105	245	467	195
FIP1L1	759	629	539	1024	620	380	546	1868	2119	1566	792
FIRRE	0	1	0	2	0	1	4	1	3	4	2
FIS1	562	466	445	531	247	220	376	2463	1676	1995	1139
FITM1	5	12	8	23	7	6	13	7	2	1	2
FITM2	68	89	47	97	65	37	54	108	130	149	55
FIZ1	263	237	228	329	180	167	130	547	679	653	220
FJX1	105	87	76	105	51	41	28	4179	2260	4265	1703
FKBP10	94	82	55	250	114	109	65	3816	3666	5432	2930
FKBP11	123	171	123	240	149	70	160	346	1380	319	141
FKBP14	257	301	140	609	460	245	229	724	1586	982	409
FKBP15	1299	1212	864	2030	1220	690	844	1387	871	1206	660
FKBP1A	1961	1901	1142	1992	1283	603	1184	7464	5561	8244	4332
FKBP1A-SDCBP2	0	0	0	0	0	0	0	0	1	0	0
FKBP1AP1	86	89	78	131	74	47	123	2	3	6	0
FKBP1B	50	50	40	128	95	44	44	365	192	489	256
FKBP2	194	81	149	97	60	88	103	1898	3742	1401	947
FKBP3	496	420	323	653	428	232	326	1706	1829	2008	1000
FKBP4	1777	1653	997	3254	2468	1233	1038	8851	5287	6252	2725
FKBP5	1197	1022	776	1455	962	560	710	3267	1488	4174	3056
FKBP6	0	0	0	0	2	0	0	0	0	4	0
FKBP7	14	11	9	42	15	14	22	27	5	69	24
FKBP8	2430	2448	1883	3312	1919	1284	1196	8588	8896	9509	5316
FKBP9	1869	2145	1326	2753	1719	853	1163	5246	7612	6999	3925
FKBP9P1	71	51	29	112	84	44	23	240	730	569	254
FKBPL	95	82	51	177	109	55	46	158	75	160	84
FKRP	749	732	552	619	319	287	428	1127	1395	1320	416
FKSG29	11	20	13	34	17	3	17	2	0	1	2
FKTN	651	689	425	995	568	376	491	824	501	824	338
FLAD1	607	589	349	940	641	356	403	1326	1065	1153	706
FLCN	956	1006	929	1298	772	510	873	858	2063	1248	524
FLG	69	31	41	73	50	20	64	168	42	248	122
FLG-AS1	6	12	5	11	11	7	6	44	22	55	57
FLG2	1	1	2	9	8	4	6	1	0	6	1
FLI1	1	0	0	2	1	0	1	28	40	69	62
FLII	5061	5053	2824	7884	4538	2850	2295	11643	16541	9167	4570
FLJ10038	194	205	141	301	221	100	208	41	27	52	27
FLJ12825	6	14	9	29	16	4	17	3	1	0	0
FLJ13224	50	51	56	63	29	26	41	3	7	7	1
FLJ16171	0	0	0	0	0	0	0	0	0	0	0
FLJ16779	5	0	3	2	5	2	3	2	9	10	0
FLJ20021	34	31	25	52	19	14	15	85	294	133	70
FLJ20518	0	0	0	0	0	0	3	0	0	0	0
FLJ21408	24	15	8	18	12	7	21	13	10	12	2
FLJ22184	222	127	178	136	94	56	152	8	27	14	5
FLJ22447	3	4	3	7	2	2	2	6	3	2	1
FLJ22763	0	0	0	0	0	0	0	0	0	0	0
FLJ23867	863	924	545	1600	952	683	466	1255	4595	1960	907
FLJ25758	0	0	0	0	0	0	0	0	0	0	0
FLJ26245	0	0	0	0	0	0	0	0	0	0	0
FLJ26850	95	79	98	37	19	14	93	6	7	16	3
FLJ27354	13	2	7	12	5	2	4	6	6	4	4
FLJ30403	25	39	31	30	17	13	28	9	2	8	7
FLJ30679	5	0	0	0	2	0	0	1	0	0	1
FLJ31104	10	5	8	3	5	1	5	3	8	0	3
FLJ31306	591	524	656	732	460	276	878	276	283	325	140
FLJ31356	26	36	28	34	17	24	52	8	18	10	1
FLJ31662	0	0	0	0	0	0	0	0	0	0	0
FLJ32255	208	201	140	299	164	92	210	53	90	72	43
FLJ33360	0	5	4	11	4	3	5	0	0	0	0
FLJ33534	0	2	0	6	1	0	1	3	0	1	0
FLJ33581	0	0	0	0	0	0	0	0	0	0	0
FLJ34503	0	0	1	7	3	2	0	0	0	0	0
FLJ35934	5	0	1	0	0	0	0	10	6	10	4
FLJ36000	0	0	1	0	0	0	0	0	0	0	0
FLJ36777	7	1	10	11	6	0	5	1	2	1	0
FLJ37035	9	10	19	16	10	9	19	3	4	5	2
FLJ37201	27	42	25	34	24	13	49	12	1	15	1
FLJ37453	115	71	90	118	75	42	76	98	112	97	42
FLJ37505	0	0	0	0	0	0	0	0	0	0	0
FLJ38122	5	8	6	2	0	2	3	0	0	0	0
FLJ38576	20	21	16	12	13	6	32	5	4	2	1
FLJ39080	1	0	1	1	1	0	5	0	0	0	0
FLJ40194	0	0	0	0	1	1	0	0	0	0	0
FLJ40288	0	0	0	0	0	0	0	0	0	0	0
FLJ41200	0	0	0	0	0	0	0	3	0	0	1
FLJ41278	9	10	27	7	1	2	54	0	0	0	0
FLJ41941	2	3	5	6	0	0	4	0	0	0	1
FLJ42102	0	0	1	0	0	0	2	0	0	0	0
FLJ42351	5	8	8	12	1	1	6	4	6	4	6
FLJ42393	22	34	29	77	51	20	79	1	1	1	0
FLJ42627	134	110	97	186	120	73	123	83	150	76	28
FLJ42969	1	0	1	2	1	3	1	0	0	0	1
FLJ43315	0	0	0	0	0	0	0	0	0	0	0
FLJ43681	5	3	3	6	3	1	2	3	6	3	1
FLJ43879	0	0	0	0	0	0	0	0	0	0	0
FLJ44087	0	1	0	1	0	0	1	0	0	0	0
FLJ44313	28	20	12	28	21	10	20	21	19	20	12
FLJ44511	51	41	36	31	32	25	51	3	15	12	4
FLJ44635	0	3	0	1	0	0	1	1	0	3	0
FLJ45079	1	0	1	0	0	0	10	0	0	0	0
FLJ45513	24	26	22	64	23	9	61	6	4	3	0
FLJ45974	0	3	1	0	1	1	4	2	1	0	0
FLJ46066	5	2	5	7	1	0	6	0	0	0	0
FLJ46284	0	0	0	1	0	0	1	0	1	0	0
FLJ46906	246	291	105	235	202	82	184	105	519	164	92
FLNA	6148	7539	2106	14470	8348	4381	1952	74079	55603	71772	36950
FLNB	16196	17478	13577	22875	13728	7821	11035	40409	55399	27253	15900
FLNC	26	34	9	271	185	118	9	70	39	112	30
FLOT1	1515	1283	871	1877	1097	725	786	1224	849	1069	602
FLOT2	1658	1758	1432	2566	1586	889	1217	4298	2778	5498	2862
FLRT1	68	99	81	123	80	38	102	10	59	14	1
FLRT2	11	8	8	5	3	0	3	778	2129	1455	572
FLRT3	316	273	372	424	390	172	328	646	768	1096	548
FLT1	3	3	3	29	15	14	1	0	1	0	0
FLT3	0	0	1	0	1	1	0	0	0	1	0
FLT3LG	49	45	30	89	42	32	52	50	14	43	17
FLT4	0	0	0	4	1	1	1	6	1	4	1
FLVCR1	606	643	502	399	220	124	426	512	174	366	197
FLVCR1-AS1	25	16	31	11	9	3	26	64	24	80	24
FLVCR2	22	32	19	55	41	16	27	9	29	12	3
FLYWCH1	1250	1331	939	2063	1394	827	916	2575	6626	3182	1561
FLYWCH2	286	226	196	201	146	85	134	723	1048	671	424
FMN1	2674	2809	2615	4867	3284	1677	2508	178	43	118	51
FMN2	5	2	16	0	2	0	17	0	1	1	0
FMNL1	127	174	166	258	147	108	189	250	316	148	98
FMNL2	882	872	712	1343	935	465	925	2427	2253	1930	1081
FMNL3	139	168	123	244	130	85	197	170	98	244	90
FMO1	2	2	1	1	2	0	1	0	0	0	0
FMO2	721	727	804	390	179	129	959	20	0	2	1
FMO3	234	243	229	82	41	20	251	10	2	3	1
FMO4	139	137	139	184	110	51	182	32	5	27	14
FMO5	1209	1220	1039	546	391	150	1172	8	8	7	5
FMO6P	354	311	517	91	26	25	873	0	0	0	0
FMO9P	1	0	0	0	2	0	0	1	0	1	1
FMOD	48	64	51	74	26	26	27	79	9	45	29
FMR1	1273	1234	826	2377	1494	799	818	934	1016	1029	426
FMR1-AS1	6	15	10	30	10	6	18	2	0	0	0
FMR1NB	0	1	0	1	1	0	0	0	0	0	0
FN1	191	111	107	200	218	87	307	1615	4485	40735	16690
FN3K	223	244	155	351	224	120	158	174	219	182	117
FN3KRP	211	173	165	336	184	159	140	1167	503	1333	515
FNBP1	974	953	631	1588	1052	554	678	1041	1679	745	407
FNBP1L	1951	2122	1366	2878	2095	1041	1361	1364	2531	1328	632
FNBP4	1335	1351	984	2883	1972	927	1531	1537	1843	1466	868
FNDC1	0	0	0	0	1	1	0	7	2	3	1
FNDC3A	2665	2889	1592	5222	3261	1924	1633	1160	2102	1019	454
FNDC3B	2134	2502	1382	5565	3853	2031	1487	3412	4700	3135	1373
FNDC4	10	22	10	37	22	14	8	141	547	360	203
FNDC5	9	21	16	32	30	19	17	2	0	2	1
FNDC7	1	0	1	4	8	0	1	1	1	1	0
FNDC8	31	21	7	26	18	17	1	47	16	27	17
FNDC9	23	9	22	21	18	4	44	0	0	0	0
FNIP1	1134	1161	731	2086	1388	746	882	714	2057	976	500
FNIP2	695	677	468	1035	747	346	463	429	533	599	326
FNTA	810	671	503	1203	896	439	511	1406	3733	1665	1087
FNTB	3	9	9	11	6	7	5	32	10	21	9
FOCAD	2213	2510	1687	2099	1019	635	1984	1332	942	1313	629
FOLH1	74	45	53	116	60	40	41	21	3	22	5
FOLH1B	1	0	0	0	1	0	0	0	0	0	0
FOLR1	739	754	617	863	415	262	548	65	10	78	47
FOLR2	0	0	0	0	0	0	1	0	0	0	0
FOLR3	0	0	0	0	0	0	0	140	237	591	290
FOLR4	0	0	0	0	0	0	0	0	0	1	0
FOPNL	774	805	339	1159	811	370	363	1167	1864	989	463
FOS	313	415	210	1414	1017	685	308	1573	770	6007	2952
FOSB	59	71	40	181	170	89	44	249	137	1052	469
FOSL1	18	23	3	109	89	47	5	5376	5096	2598	1225
FOSL2	2559	2552	1707	4995	3630	2396	1211	3586	5109	6373	3156
FOXA1	5206	4779	3951	5592	3919	2099	2635	2649	2423	1235	447
FOXA2	225	178	114	203	130	68	84	192	7041	433	219
FOXA3	149	106	79	361	220	189	74	7	0	1	0
FOXB1	1	0	1	0	3	0	0	2	0	0	0
FOXB2	0	0	3	0	0	0	0	2	0	0	0
FOXC1	1174	958	880	1669	1346	867	621	1556	1305	958	572
FOXC2	1	0	1	4	0	1	0	50	56	37	7
FOXD1	25	32	17	70	38	27	14	1186	1351	1007	331
FOXD2	79	78	56	94	62	40	36	58	49	50	17
FOXD2-AS1	77	86	48	123	61	46	46	118	150	59	29
FOXD3	0	0	0	0	0	0	0	0	2	0	0
FOXD4	11	3	6	9	7	9	16	22	10	9	5
FOXD4L1	1	3	0	3	0	2	3	1	0	4	2
FOXD4L3	0	0	1	1	0	0	0	1	0	1	0
FOXD4L4	0	0	0	0	0	0	0	0	0	0	0
FOXD4L5	0	0	0	5	0	0	0	0	0	1	0
FOXD4L6	0	1	5	1	1	2	1	1	0	0	0
FOXE1	128	208	101	350	225	174	58	1391	325	383	136
FOXE3	0	0	2	2	6	0	5	4	0	2	2
FOXF1	0	0	0	0	0	0	0	0	0	0	0
FOXF2	0	0	3	2	0	5	0	6	6	0	0
FOXG1	0	0	0	1	0	2	1	1	1	1	4
FOXH1	4	6	2	26	8	5	6	6	2	3	1
FOXI1	132	131	97	207	113	79	77	0	0	0	0
FOXI2	13	14	20	17	6	15	11	2	4	0	0
FOXI3	0	0	0	0	0	0	0	4	2	1	0
FOXJ1	17951	17306	11484	11422	5778	3902	6952	2	0	1	0
FOXJ2	516	500	327	977	654	429	327	862	1812	1100	430
FOXJ3	1349	1502	935	2030	1382	743	954	1485	1572	1422	639
FOXK1	3178	3756	2320	6662	3551	2584	1589	3109	2366	2647	1024
FOXK2	1742	1744	1193	3343	2261	1208	1014	3607	5984	3325	1789
FOXL1	20	15	2	7	5	2	4	170	132	162	64
FOXL2	0	0	1	0	1	1	0	50	306	112	60
FOXL2NB	0	0	0	0	1	0	0	6	16	12	6
FOXM1	177	175	69	133	75	41	84	2724	317	2238	544
FOXN1	13	9	11	30	16	11	8	6	1	29	63
FOXN2	437	397	244	608	437	222	251	522	624	542	187
FOXN3	3395	3099	3391	4786	3254	2065	2817	770	694	877	508
FOXN3-AS1	32	45	30	26	16	13	29	73	68	51	31
FOXN3-AS2	27	25	44	63	42	15	91	0	0	0	0
FOXN4	891	984	233	1070	446	274	294	0	0	0	0
FOXO1	1038	1039	700	1865	1339	621	567	773	1817	805	315
FOXO3	2972	3467	2043	6283	4634	2004	1571	1903	3067	2135	1075
FOXO3B	166	169	133	231	151	76	118	148	121	140	66
FOXO4	416	283	338	460	325	205	207	145	268	173	105
FOXO6	59	88	53	103	42	37	35	38	11	17	8
FOXP1	2785	2676	1996	4140	2843	1759	2162	1268	3157	941	350
FOXP2	644	644	541	829	541	271	645	79	1189	68	21
FOXP3	13	9	7	9	6	6	9	2	8	5	3
FOXP4	821	711	707	1275	787	591	531	2613	3617	1782	725
FOXQ1	531	429	307	1550	1174	991	259	1809	2702	437	381
FOXR1	1	1	4	3	0	1	2	0	0	0	0
FOXR2	0	0	0	0	0	0	0	0	0	0	0
FOXRED1	306	258	171	375	189	137	195	1055	461	972	352
FOXRED2	295	258	283	360	258	173	204	404	235	582	112
FOXS1	0	0	0	0	0	0	0	0	0	0	0
FPGS	869	869	580	934	613	368	504	3722	2203	2959	1266
FPGT	517	547	351	662	377	227	377	204	150	189	85
FPGT-TNNI3K	0	0	0	0	0	0	0	0	0	1	1
FPR1	0	0	0	0	0	0	0	2	1	1	3
FPR2	0	0	0	0	0	0	0	0	0	0	0
FPR3	2	6	1	2	0	3	2	0	0	0	0
FRA10AC1	289	178	178	218	153	75	221	763	1047	847	355
FRAS1	707	843	597	949	629	287	665	723	1903	755	380
FRAT1	251	237	150	254	161	120	114	104	60	103	31
FRAT2	541	407	333	465	323	221	248	477	497	467	267
FREM1	1	1	2	0	0	0	0	0	0	3	0
FREM2	1336	1379	608	1246	876	354	599	21	3	9	1
FREM3	0	1	4	4	0	4	2	0	0	1	0
FRG1	228	159	157	313	166	131	141	622	519	724	372
FRG1B	229	225	157	263	174	99	141	192	281	189	102
FRG2	0	0	0	0	0	0	0	0	0	0	0
FRG2B	0	0	0	0	0	0	0	0	0	0	0
FRG2C	0	0	0	0	0	0	0	0	0	0	0
FRK	1512	1665	949	3647	2734	1266	1055	101	24	68	31
FRMD1	0	0	0	0	0	0	1	1	0	0	0
FRMD3	158	166	158	210	108	81	351	67	2	20	5
FRMD4A	309	320	413	495	245	156	559	964	101	608	257
FRMD4B	651	807	335	1945	1510	752	403	1083	1886	1217	622
FRMD5	56	53	25	119	79	40	44	167	463	444	135
FRMD6	402	468	243	1138	628	400	217	3336	4273	4354	2348
FRMD6-AS1	26	40	14	38	17	10	39	17	10	10	9
FRMD6-AS2	9	2	3	9	1	2	5	1	1	5	6
FRMD7	0	1	3	5	2	0	0	0	0	0	0
FRMD8	1240	1329	682	2280	1275	895	546	2477	675	1584	1631
FRMD8P1	1	0	1	2	2	1	1	3	0	2	3
FRMPD1	0	2	1	1	3	1	3	0	0	0	1
FRMPD2	1810	1665	2019	1356	673	295	2792	37	7	51	8
FRMPD2P1	183	247	234	143	54	23	270	1	1	0	1
FRMPD3	15	12	5	22	6	3	13	0	0	1	0
FRMPD3-AS1	0	0	0	0	0	0	0	0	0	0	0
FRMPD4	0	2	0	0	1	1	0	4	42	6	0
FRRS1	333	347	345	410	248	115	408	252	125	206	138
FRRS1L	2	0	0	0	1	0	0	0	0	1	0
FRS2	1158	1201	721	1871	1181	620	716	586	866	707	382
FRS3	85	72	80	107	49	29	118	127	118	180	61
FRY	841	944	433	1418	853	359	574	8	340	5	6
FRY-AS1	14	11	6	21	12	10	19	0	4	0	0
FRYL	2468	2629	1603	6991	4847	2400	1873	1705	1827	1941	890
FRZB	3	2	1	15	40	8	2	3	10	12	5
FSBP	0	0	0	0	0	0	0	0	0	0	0
FSCB	0	0	0	0	0	0	0	0	0	0	0
FSCN1	167	181	50	610	389	230	73	30850	11563	26865	12823
FSCN2	54	53	57	114	64	39	48	5	11	5	2
FSCN3	3	0	1	10	0	4	3	3	7	4	2
FSD1	6	1	0	1	2	3	1	0	0	8	1
FSD1L	912	903	745	280	131	60	789	56	78	122	55
FSD2	68	66	50	88	42	33	80	15	7	9	11
FSHB	0	0	2	1	0	0	0	0	0	0	0
FSHR	0	0	0	0	0	0	0	0	0	0	0
FSIP1	258	285	205	154	114	36	233	15	48	21	10
FSIP2	170	235	220	315	153	86	446	16	87	20	19
FST	42	54	33	70	43	18	24	2616	1237	4270	1543
FSTL1	1329	1567	848	3739	2587	1343	936	2139	1470	3667	1644
FSTL3	69	124	35	237	156	104	42	6463	5170	11638	3416
FSTL4	0	1	0	3	1	1	4	2	2	1	0
FSTL5	0	0	0	0	0	0	0	0	0	0	0
FTCD	4	1	1	20	1	0	9	1	1	2	0
FTCDNL1	2	7	3	3	5	0	6	17	12	7	16
FTH1	24113	20103	16342	29826	28249	10746	11747	94300	497111	107902	70078
FTH1P18	0	0	0	0	0	0	0	0	0	0	0
FTH1P3	42	17	22	57	42	15	61	30	104	34	17
FTHL17	0	0	0	0	0	0	0	0	0	0	0
FTL	6908	7024	4572	9277	10358	3367	3639	29626	77037	35888	31967
FTLP10	0	0	0	0	0	0	0	0	0	0	0
FTMT	0	0	0	0	0	0	0	0	0	0	0
FTO	1421	1367	1245	1336	829	396	1194	964	628	1224	500
FTO-IT1	71	59	74	38	26	11	123	10	17	7	4
FTSJ1	493	495	261	898	563	346	287	3229	3862	3038	1574
FTSJ2	319	319	197	513	342	194	146	1464	720	1163	475
FTSJ3	923	789	558	1349	825	475	550	3298	2444	2625	981
FTX	250	274	250	467	369	115	345	26	26	26	10
FUBP1	2279	2168	1413	3277	2322	1149	1666	4622	2671	4190	1479
FUBP3	1008	1005	701	1286	756	525	586	3306	3421	2689	1614
FUCA1	661	639	432	1222	797	521	397	1128	636	783	421
FUCA2	777	760	472	1419	1006	518	385	1897	1320	1814	812
FUK	511	754	419	899	496	324	430	451	350	503	219
FUNDC1	174	127	99	223	177	118	87	408	233	478	220
FUNDC2	274	271	220	419	292	127	153	857	1469	872	392
FUNDC2P2	1	0	0	0	0	0	0	0	0	2	1
FUOM	42	34	16	57	29	27	16	256	162	286	117
FURIN	1064	871	708	2422	1696	1237	416	9660	4065	7800	3478
FUS	1287	1027	1112	1519	866	810	1170	17324	7590	18503	6313
FUT1	255	281	102	391	195	116	84	474	532	365	138
FUT10	252	289	148	392	313	137	224	240	158	252	131
FUT11	314	318	207	442	300	190	169	453	195	634	239
FUT2	1729	2030	967	3381	1945	1125	942	858	199	230	326
FUT3	1420	1568	674	3042	1999	1243	618	1153	2413	283	253
FUT4	151	158	122	171	100	55	89	493	664	264	127
FUT5	4	2	1	15	7	0	1	0	5	1	0
FUT6	501	621	414	2144	1518	939	468	226	70	20	32
FUT7	1	5	3	5	0	0	14	0	0	0	0
FUT8	885	997	492	1435	1071	513	541	506	579	416	174
FUT8-AS1	24	30	35	26	21	16	41	5	1	0	2
FUT9	0	0	0	1	0	1	1	0	0	1	2
FUZ	1263	1154	1004	845	378	221	829	340	88	349	135
FXN	151	154	107	141	92	55	121	546	183	340	171
FXR1	2624	2345	1522	3359	2071	1069	1728	3380	2995	3542	1782
FXR2	961	952	576	1207	788	581	505	2489	2442	2400	1138
FXYD1	23	30	35	6	6	0	28	1	2	0	2
FXYD2	2	2	0	0	0	0	0	0	0	1	0
FXYD3	2071	1793	1645	2940	1727	965	1659	4331	3602	3893	4233
FXYD4	2	0	0	0	2	0	0	0	0	0	0
FXYD5	82	57	29	117	100	39	45	2806	2296	2211	1188
FXYD6	9	5	6	26	13	11	8	41	0	5	2
FXYD6-FXYD2	0	0	0	0	0	0	0	0	0	0	0
FXYD7	0	1	0	0	0	0	0	1	0	1	1
FYB	61	48	37	160	85	51	28	976	24	304	289
FYCO1	4156	4248	2733	7549	4427	2739	2088	1550	1318	1483	619
FYN	234	155	119	180	102	57	125	457	3754	808	455
FYTTD1	1364	1290	744	1960	1260	650	685	1848	2753	1671	1008
FZD1	501	566	367	630	373	235	211	684	761	620	272
FZD10	20	26	6	25	7	15	12	37	48	47	21
FZD10-AS1	5	4	1	2	4	2	0	6	19	8	2
FZD2	25	26	25	26	19	11	23	29	47	166	72
FZD3	1956	2013	1261	1863	1117	687	1062	372	317	408	158
FZD4	483	498	474	881	549	364	513	163	349	212	144
FZD5	602	677	409	1166	777	448	298	879	1120	875	324
FZD6	3257	3288	2067	3237	1990	1040	1680	3353	4828	3288	1524
FZD7	42	24	18	45	33	9	26	83	509	126	102
FZD8	482	533	424	584	377	215	332	873	786	429	254
FZD9	2	0	3	11	4	4	3	31	12	15	3
FZR1	897	1052	785	1470	877	706	625	2293	1334	2261	926
G0S2	549	350	135	644	638	246	99	10428	3469	8478	3421
G2E3	700	724	432	812	559	285	478	779	361	646	199
G3BP1	2975	3044	1759	3812	2512	1369	1621	5936	4552	4807	1881
G3BP2	3282	3292	2182	4662	3361	1592	1723	4696	8562	5436	2104
G6PC	1	0	0	0	0	0	0	0	0	0	0
G6PC2	0	0	0	3	0	0	0	0	0	0	0
G6PC3	588	588	429	773	386	206	317	1892	618	1599	756
G6PD	1764	1713	737	2906	3085	1068	517	6285	3463	4641	3344
GAA	1920	2010	1317	2596	1661	1151	1090	2273	2055	3414	1644
GAB1	533	593	350	825	578	271	409	255	663	412	239
GAB2	649	631	380	838	518	278	411	199	1956	174	76
GAB3	20	22	0	3	6	1	8	4	12	2	6
GAB4	0	0	0	0	0	0	0	0	0	0	0
GABARAP	2266	1938	1647	2070	1364	655	1347	2579	4312	3495	2063
GABARAPL1	714	623	378	1705	1420	774	392	462	2606	957	546
GABARAPL2	1077	996	727	1367	964	446	728	1444	1655	1629	782
GABARAPL3	4	3	4	3	1	2	7	2	2	3	0
GABBR1	231	241	179	363	235	147	386	445	465	638	312
GABBR2	0	1	2	0	1	1	3	7	4	4	1
GABPA	702	789	480	856	597	314	425	643	360	681	281
GABPB1	326	296	157	484	358	192	151	480	987	417	209
GABPB1-AS1	208	217	195	322	202	116	332	76	80	109	37
GABPB2	323	310	234	463	271	176	266	185	225	204	92
GABRA1	0	0	0	0	0	0	3	1	0	1	0
GABRA2	0	0	0	0	0	0	0	0	0	0	0
GABRA3	4	5	2	5	2	3	3	1	1	0	0
GABRA4	0	0	0	0	0	0	0	0	0	0	0
GABRA5	0	0	0	1	0	0	1	0	0	0	0
GABRA6	0	0	0	0	0	0	0	0	0	0	0
GABRB1	0	0	0	0	0	0	0	0	0	0	0
GABRB2	87	55	62	50	35	14	56	4	0	0	0
GABRB3	785	781	558	713	356	193	487	110	131	129	48
GABRD	0	0	0	8	1	0	0	1	0	1	0
GABRE	710	871	589	2204	1755	855	1092	190	75	216	181
GABRG1	0	0	0	0	0	0	0	0	0	0	0
GABRG2	0	0	0	0	0	0	0	0	0	0	0
GABRG3	0	0	2	0	0	0	0	0	0	1	0
GABRP	1418	1675	1379	4537	2277	1911	1812	338	3	3	21
GABRQ	0	0	0	0	0	0	0	1	6	5	1
GABRR1	0	0	0	0	0	0	0	0	0	0	0
GABRR2	4	3	0	16	10	1	2	2	3	5	2
GABRR3	0	0	0	0	0	0	0	0	0	0	0
GAD1	15	26	20	36	25	9	30	36	70	26	8
GAD2	0	0	0	0	0	0	0	0	0	0	0
GADD45A	394	391	219	1069	878	453	203	5252	20884	10764	3983
GADD45B	416	388	193	385	262	137	141	541	992	810	350
GADD45G	63	66	73	49	28	18	56	30	52	28	24
GADD45GIP1	372	276	242	400	248	149	129	3493	2240	2858	1333
GADL1	0	0	0	0	0	0	0	0	0	0	0
GAGE1	0	0	0	0	0	0	0	0	0	0	0
GAGE10	1	2	0	0	0	1	6	0	0	0	0
GAGE12B	0	0	0	0	0	0	0	0	0	0	0
GAGE12C	0	0	0	0	0	0	0	0	0	0	0
GAGE12D	0	0	0	0	0	0	0	0	0	0	0
GAGE12E	0	0	0	0	0	0	0	0	0	0	0
GAGE12F	0	0	0	0	0	0	0	0	0	0	0
GAGE12G	0	0	0	0	0	0	0	0	0	0	0
GAGE12H	0	0	0	0	0	0	0	0	0	0	0
GAGE12I	0	0	0	0	0	0	0	0	0	0	0
GAGE12J	0	0	0	0	0	0	0	0	0	0	0
GAGE13	0	0	0	0	0	0	0	0	0	0	0
GAGE2A	0	0	0	0	0	0	0	0	0	0	0
GAGE2B	0	0	0	0	0	0	0	0	0	0	0
GAGE2C	0	0	0	0	0	0	0	0	0	0	0
GAGE2D	0	0	0	0	0	0	0	0	0	0	0
GAGE2E	0	0	0	0	0	0	0	0	0	0	0
GAGE4	0	0	0	0	0	0	0	0	0	0	0
GAGE5	0	0	0	0	0	0	0	0	0	0	0
GAGE6	0	0	0	0	0	0	0	0	0	0	0
GAGE7	0	0	0	0	0	0	0	0	0	0	0
GAGE8	0	0	0	0	0	0	0	0	0	0	0
GAK	3430	4104	2294	6828	4180	2588	1829	3790	4802	3064	1709
GAL	0	0	1	0	0	0	0	537	110	271	72
GAL3ST1	4	2	0	5	12	3	0	0	1	0	0
GAL3ST2	164	183	222	250	117	115	153	4	1	0	0
GAL3ST3	0	0	0	0	0	0	0	0	0	1	0
GAL3ST4	29	23	30	51	30	20	19	115	54	204	81
GALC	1557	1531	1106	1606	901	488	1101	687	803	759	413
GALE	699	705	389	1504	961	592	402	3164	3413	2933	1673
GALK1	101	95	76	229	190	98	62	225	55	279	167
GALK2	792	822	587	915	537	261	653	466	839	408	272
GALM	698	638	452	725	421	224	432	120	116	113	45
GALNS	1206	1286	970	1081	555	347	1019	424	990	578	290
GALNT1	2056	2306	1163	2754	1822	919	1070	2864	1864	2639	1647
GALNT10	240	264	214	778	487	343	195	2500	943	2679	819
GALNT11	564	559	459	590	352	163	407	1051	583	1605	889
GALNT12	742	885	421	1651	1102	574	477	1175	39	467	142
GALNT13	0	2	3	2	0	3	4	1	4	12	3
GALNT14	25	34	43	165	141	85	44	1613	349	1238	486
